Code NAC,N1,N2,Niveau 1,Niveau 2,Intitulé NAC
56C,5,56,Contrats,Autres contrats de prestation de services,Demande en dommages-intérêts contre le prestataire de services pour mauvaise exécution
56D,5,56,Contrats,Autres contrats de prestation de services,Demande en restitution d'une chose confiée au prestataire de services et/ou en dommages-intérêts pour non restitution
56E,5,56,Contrats,Autres contrats de prestation de services,Demande en exécution formée par le client contre le prestataire de services
56F,5,56,Contrats,Autres contrats de prestation de services,Demande en résolution formée par le client pour inexécution de la prestation de services
56Z,5,56,Contrats,Autres contrats de prestation de services, Autres demandes relatives à un contrat de prestation de services
57,5,57,Contrats,Contrats d'intermédiaire,Contrats d'intermédiaire
57A,5,57,Contrats,Contrats d'intermédiaire,Demande en paiement ou en indemnisation formée par un intermédiaire
57B,5,57,Contrats,Contrats d'intermédiaire,Demande en réparation des dommages causés par un intermédiaire
58,5,58,Contrats,Contrat d'assurance,Contrat d'assurance
58A,5,58,Contrats,Contrat d'assurance,"Demande en nullité du contrat d'assurance, et/ou en remboursement des indemnités pour fausse déclaration intentionnelle ou réticence de la part de l'assuré  formée par l'assureur"
58B,5,58,Contrats,Contrat d'assurance,Autres demandes en nullité et/ou en remboursement des indemnités formées par l'assureur
58C,5,58,Contrats,Contrat d'assurance,"Demande en nullité du contrat et/ou en restitution des primes, ou cotisations, formée par l'assuré"
58D,5,58,Contrats,Contrat d'assurance,"Demande en paiement des primes, ou cotisations, formée contre l'assuré"
58E,5,58,Contrats,Contrat d'assurance,Demande en paiement de l'indemnité d'assurance dans une assurance de dommages
58F,5,58,Contrats,Contrat d'assurance,Demande en paiement de l'indemnité d'assurance de responsabilité formée par l'assuré
58G,5,58,Contrats,Contrat d'assurance,Demande en paiement de l'indemnité d'assurance dans une assurance de personnes
58H,5,58,Contrats,Contrat d'assurance,Demande en paiement de l'indemnité d'assurance dans une assurance-crédit
58Z,5,58,Contrats,Contrat d'assurance,Demande relative à d'autres contrats d'assurance
59,5,59,Contrats,Contrats divers,Contrats divers
59A,5,59,Contrats,Contrats divers,Demande en nullité d'un contrat ou des clauses relatives à un autre contrat
59B,5,59,Contrats,Contrats divers,Demande en paiement relative à un autre contrat
59C,5,59,Contrats,Contrats divers,Demande en exécution ou en dommages-intérêts pour mauvaise exécution d'un autre contrat
59D,5,59,Contrats,Contrats divers,Demande en paiement relative à un contrat non qualifié
59E,5,59,Contrats,Contrats divers,Demande en exécution ou en dommages-intérêts pour mauvaise exécution d'un contrat non qualifié
59G,5,59,Contrats,Contrats divers,Demande conjointe tendant à réviser le contrat pour imprévision
59H,5,59,Contrats,Contrats divers,Demande unilatérale tendant à réviser le contrat ou y mettre fin pour imprévision
5A,5,5A,Contrats,Baux d'habitation,Baux d'habitation
5AA,5,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande en paiement des loyers et des charges et/ou tendant à faire prononcer ou constater la résiliation pour défaut de paiement  ou défaut d'assurance et ordonner l'expulsion
5AB,6,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande tendant à l'exécution des autres obligations du locataire et/ou tendant à faire prononcer  la résiliation pour inexécution de ces obligations et ordonner l'expulsion
5AC,7,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du bailleur tendant à faire constater la validité du congé et à ordonner l'expulsion
5AD,8,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du  locataire ou de l'ancien locataire tendant au maintien dans les lieux
5AE,9,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande en dommages-intérêts formée par le bailleur en fin de bail en raison des dégradations ou des pertes imputables au locataire
5AF,10,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du locataire tendant  à être autorisé d'exécuter des travaux ou à faire exécuter des travaux à la charge du bailleur
5AG,11,5A,Contrats,Baux d'habitation,"Baux d'habitation - Demande du locataire tendant à la diminution du loyer ou des charges, et/ou à la résiliation du bail, et/ou à des dommages-intérêts,  en raison de troubles de jouissance"
5AH,12,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du locataire en fin de bail en restitution du dépôt de garantie et/ou tendant au paiement d'une indemnité pour amélioration des lieux loués
5AI,13,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande tendant à la fixation judiciaire du montant du loyer
5AJ,14,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du bailleur tendant à faire constater la résiliation du bail pour abandon du domicile par le locataire
5AK,15,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du locataire tendant à la diminution du loyer en raison de l'absence de certaines mentions ou de la présence de mentions erronées dans le contrat de location et/ou demande tendant à la mise en conformité du bail
5AL,16,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du locataire tendant à la diminution du loyer lorsque son montant est supérieur au loyer de référence majoré
5AM,17,5A,Contrats,Baux d'habitation,Baux d'habitation - Demande du bailleur tendant à la réévaluation du loyer lorsque son montant est inférieur au loyer de référence minoré
5AZ,18,5A,Contrats,Baux d'habitation,Baux d'habitation - Autres demandes relatives à un bail d'habitation
5B,5,5B,Contrats,Baux professionnels,Baux professionnels
5BA,5,5B,Contrats,Baux professionnels,Baux professionnels - Demande en paiement des loyers et des charges et/ou tendant à faire prononcer ou constater la résiliation pour défaut de paiement  ou défaut d'assurance et ordonner l'expulsion
5BB,6,5B,Contrats,Baux professionnels,Baux professionnels - Demande tendant à l'exécution des autres obligations du locataire et/ou tendant à faire prononcer  la résiliation pour inexécution de ces obligations et ordonner l'expulsion
5BC,7,5B,Contrats,Baux professionnels,Baux professionnels - Demande du bailleur tendant à faire constater la validité du congé et à ordonner l'expulsion
5BD,8,5B,Contrats,Baux professionnels,Baux professionnels - Demande en dommages-intérêts formée par le bailleur en fin de bail en raison des dégradations ou des pertes imputables au locataire
5BE,9,5B,Contrats,Baux professionnels,Baux professionnels - Demande du  locataire ou de l'ancien locataire tendant au maintien dans les lieux
5BF,10,5B,Contrats,Baux professionnels,Baux professionnels - Demande du locataire tendant à la diminution du loyer ou des charges et/ou à la résiliation du bail et/ou à des dommages-intérêts en raison de troubles de jouissance
5BG,11,5B,Contrats,Baux professionnels,Baux professionnels - Demande du locataire en fin de bail en restitution du dépôt de garantie et/ou tendant au paiement d'une indemnité pour amélioration des lieux loués
5BH,12,5B,Contrats,Baux professionnels,Baux professionnels - Demande du locataire tendant  à être autorisé d'exécuter des travaux ou à faire exécuter des travaux à la charge du bailleur
5BI,13,5B,Contrats,Baux professionnels,Baux professionnels - Demande tendant à la fixation judiciaire du montant du loyer
5BZ,14,5B,Contrats,Baux professionnels,Baux professionnels - Autres demandes relatives à un bail professionnel
60,6,60,Responsabilité et quasi-contrats,Dommages causés par des véhicules,Dommages causés par des véhicules
60A,6,60,Responsabilité et quasi-contrats,Dommages causés par des véhicules,Demande en réparation des dommages causés par des véhicules terrestres à moteur
60B,6,60,Responsabilité et quasi-contrats,Dommages causés par des véhicules,Demande en réparation des dommages causés par des véhicules terrestres sans moteur
60C,6,60,Responsabilité et quasi-contrats,Dommages causés par des véhicules,"Demande en réparation des dommages causés par un véhicule aérien, maritime ou fluvial"
61,6,61,Responsabilité et quasi-contrats,"Dommages causés par des animaux, des produits ou des services","Dommages causés par des animaux, des produits ou des services"
61A,6,61,Responsabilité et quasi-contrats,"Dommages causés par des animaux, des produits ou des services",Demande en réparation des dommages causés par un animal
61B,6,61,Responsabilité et quasi-contrats,"Dommages causés par des animaux, des produits ou des services",Demande en réparation des dommages causés par un produit ou une prestation de services défectueux
62,6,62,Responsabilité et quasi-contrats,Dommages causés par des immeubles,Dommages causés par des immeubles
62A,6,62,Responsabilité et quasi-contrats,Dommages causés par des immeubles,Demande en réparation des dommages causés à une personne par un immeuble
62B,6,62,Responsabilité et quasi-contrats,Dommages causés par des immeubles,Demande en réparation des dommages causés à une chose mobilière ou immobilière par un immeuble
63,6,63,Responsabilité et quasi-contrats,Dommages causés par l'activité professionnelle de certaines personnes qualifiées,Dommages causés par l'activité professionnelle de certaines personnes qualifiées
63A,6,63,Responsabilité et quasi-contrats,Dommages causés par l'activité professionnelle de certaines personnes qualifiées,Demande en réparation des dommages causés par l'activité médicale ou para-médicale
63B,6,63,Responsabilité et quasi-contrats,Dommages causés par l'activité professionnelle de certaines personnes qualifiées,Demande en réparation des dommages causés par l'activité des auxiliaires de justice
63C,6,63,Responsabilité et quasi-contrats,Dommages causés par l'activité professionnelle de certaines personnes qualifiées,"Demande en réparation des dommages causés par l'activité d'un expert en diagnostic, un commissaire aux comptes, un commissaire aux apports, un commissaire à la fusion ou un expert-comptable"
63D,6,63,Responsabilité et quasi-contrats,Dommages causés par l'activité professionnelle de certaines personnes qualifiées,Demande en réparation des dommages causés par l'activité d'un prestataire de services d'investissement
64,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Dommages causés par l'action directe d'une personne
64A,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Demande en réparation des dommages causés par une nuisance de l'environnement
64B,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Demande en réparation des dommages causés par d'autres faits personnels
64C,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Demande en réparation d'un préjudice écologique
64D,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,"Action en prévention, en cessation ou en réparation d'une atteinte au secret des affaires"
64E,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Demande en réparation des dommages causés par un acte de terrorisme
64F,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,"Demande de blocage, retrait ou déréférencement de contenus illicites accessibles en ligne"
64G,6,64,Responsabilité et quasi-contrats,Dommages causés par l'action directe d'une personne,Demande en réparation du préjudice causé par l'inexécution des obligations d'une société relatives au plan de vigilance
65,6,65,Responsabilité et quasi-contrats,Dommages causés par l'action d'une personne dont on est responsable,Dommages causés par l'action d'une personne dont on est responsable
65A,6,65,Responsabilité et quasi-contrats,Dommages causés par l'action d'une personne dont on est responsable,"Demande en réparation des dommages causés par un mineur ou un majeur, formée contre les parents ou la personne contrôlant son mode de vie ou son activité"
65B,6,65,Responsabilité et quasi-contrats,Dommages causés par l'action d'une personne dont on est responsable,"Demande en réparation des dommages causés par les salariés et apprentis, formée contre l'employeur "
65C,6,65,Responsabilité et quasi-contrats,Dommages causés par l'action d'une personne dont on est responsable,"Demande en réparation des dommages causés par un fonctionnaire ou employé, formée contre l'Etat ou une collectivité territoriale"
66,6,66,Responsabilité et quasi-contrats,Quasi-contrats,Quasi-contrats
66A,6,66,Responsabilité et quasi-contrats,Quasi-contrats,Demande relative à une gestion d'affaire
66B,6,66,Responsabilité et quasi-contrats,Quasi-contrats,Demande en restitution d'une chose ou en paiement d'un prix reçu indûment
66C,6,66,Responsabilité et quasi-contrats,Quasi-contrats,Demande d'indemnisation pour enrichissement sans cause
70,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Propriété et possession immobilières
70A,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Revendication d'un bien immobilier
70B,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande formée par le propriétaire de démolition d'une construction ou d'enlèvement d'une plantation faite par un tiers sur son terrain
70C,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande d'expulsion et/ou d'indemnités dirigée contre les occupants des lieux
70D,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande en bornage ou en clôture
70E,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,"Demande relative aux murs, haies et  fossés mitoyens"
70G,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande d'ordonnance d'expropriation
70H,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande de fixation de l'indemnité d'expropriation
70I,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande de rétrocession d'un immeuble exproprié
70J,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande relative à l'inscription ou à la radiation d'un droit ou d'une charge au Livre foncier
70K,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande de constatation d'absence de base légale du transfert de propriété et sur ses conséquences
70L,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,"Demande de désignation d'un expert par le président du TJ, en vue de la déclaration de l'état de carence du propriétaire d'un immeuble"
70M,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande de désignation d'expert pour un immeuble menaçant ruine
70N,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande du maire tendant à la démolition d'un bâtiment menaçant ruine
70O,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Demande tendant à la démolition ou la mise en conformité d'un ouvrage édifié ou installé en violation des règles d'urbanisme
70Z,7,70,Biens - Propriété littéraire et artistique ,Propriété et possession immobilières,Autres demandes relatives à la propriété ou à la possession d'un immeuble ou relevant de la compétence du juge de l'expropriation
71,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Copropriété (I): organisation et administration
71A,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande tendant à déclarer non écrite une clause du règlement de copropriété ou demande de nouvelle répartition des charges
71B,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de nomination du syndic lorsque l'assemblée générale convoquée à cet effet n'est pas parvenue à en désigner un
71C,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de désignation d'un administrateur provisoire
71D,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de désignation d'un administrateur provisoire d'une copropriété en difficulté
71E,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de convocation d'une assemblée générale
71F,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande en nullité d'une assemblée générale ou d'une délibération de cette assemblée
71G,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Action en responsabilité exercée contre le syndicat
71H,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Action en responsabilité exercée contre le syndic ou tendant à sa révocation
71I,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de remise de pièces ou de fonds détenus par le syndic
71J,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de désignation d'un mandataire ad hoc d'une copropriété en pré-difficulté dans le cadre d'une procédure d'alerte
71K,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de placement de l'immeuble sous administration provisoire renforcée
71L,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,"Demande de désignation des membres du conseil syndical, à défaut de désignation par l'assemblée générale à la majorité requise"
71M,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de désignation d'un mandataire commun en cas d'indivision ou de démembrement du droit de propriété
71N,7,71,Biens - Propriété littéraire et artistique ,Copropriété (I): organisation et administration,Demande de désignation d'un mandataire ad hoc
72,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Copropriété (II): droits et obligations des copropriétaires
72A,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande en paiement des charges ou des contributions
72B,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande présentée par ou contre le syndicat à l'occasion de la vente d'un lot
72C,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande du syndicat tendant à la cessation et/ou à la sanction d'une violation des règles de la copropriété commise par un copropriétaire
72D,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande d'un copropriétaire tendant à la cessation et/ou à la sanction d'une atteinte à la propriété ou à la jouissance d'un lot
72E,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande en réparation du préjudice causé à un copropriétaire par des travaux régulièrement décidés par l'assemblée générale
72F,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande en inopposabilité de travaux décidés par l'assemblée générale
72G,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande d'autorisation de travaux d'amélioration
72H,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande des copropriétaires de résidences services tendant à la suspension ou la suppression d'un ou des services
72I,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande en paiement de provisions ou sommes exigibles présentée devant le Président du TJ statuant selon la procédure accélérée au fond (art. 19-2 de L. 1965)
72J,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Demande en paiement de pénalités de retard dues par le syndic pour défaut de délivrance de pièces ou documents au profit du syndicat des copropriétaires
72Z,7,72,Biens - Propriété littéraire et artistique ,Copropriété (II): droits et obligations des copropriétaires,Autres demandes relatives à la copropriété
73,7,73,Biens - Propriété littéraire et artistique ,Usufruit - Usage et habitation,Usufruit - Usage et habitation
73A,7,73,Biens - Propriété littéraire et artistique ,Usufruit - Usage et habitation,Demande formée par l'usufruitier
73B,7,73,Biens - Propriété littéraire et artistique ,Usufruit - Usage et habitation,Demande formée par le nu-propriétaire
73Z,7,73,Biens - Propriété littéraire et artistique ,Usufruit - Usage et habitation,Demande relative à un droit d'usage et d'habitation
74,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Servitudes
74A,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à une servitude d'usage ou de passage des eaux
74B,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à une servitude de distance pour les plantations et constructions
74C,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à une servitude de jours et vues sur le fonds voisin
74D,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à un droit de passage
74E,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande d'établissement d'une servitude de cour commune
74F,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à un droit d'usage forestier ou rural
74Z,7,74,Biens - Propriété littéraire et artistique ,Servitudes,Demande relative à d'autres servitudes
75,7,75,Biens - Propriété littéraire et artistique ,Emphytéose - Bail à construction - Concession immobilière,Emphytéose - Bail à construction - Concession immobilière
75A,7,75,Biens - Propriété littéraire et artistique ,Emphytéose - Bail à construction - Concession immobilière,"Demande relative au montant et au paiement des redevances emphytéotiques, ou des loyers du bail à construction"
75B,7,75,Biens - Propriété littéraire et artistique ,Emphytéose - Bail à construction - Concession immobilière,Demande relative au sort du bien ou des constructions à l'expiration du bail à construction ou emphytéotique
75D,7,75,Biens - Propriété littéraire et artistique ,Emphytéose - Bail à construction - Concession immobilière,Autres demandes relatives au bail à construction ou à l'emphytéose
75E,7,75,Biens - Propriété littéraire et artistique ,Emphytéose - Bail à construction - Concession immobilière,Demande relative à une concession immobilière
76,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,Sûretés mobilières et immobilières
76A,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,"Demande en nullité, en radiation ou en réduction d'une sûreté immobilière "
76B,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,Recours contre les décisions relatives à l'inscription  ou à la radiation d'une hypothèque ou d'un privilège d'un droit réel immobilier au Livre foncier
76D,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,Autres demandes relatives à une sûreté immobilière
76E,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,"Demande en nullité, en radiation ou en réduction d'une sûreté mobilière "
76F,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,"Demande tendant à la réalisation de la sûreté : vente forcée, autorisation de vente amiable, ou attribution d'un bien mobilier constitutif de la sûreté"
76H,7,76,Biens - Propriété littéraire et artistique ,Sûretés mobilières et immobilières,Autres demandes relatives à une sûreté mobilière
77,7,77,Biens - Propriété littéraire et artistique ,Propriété et possession mobilières,Propriété et possession mobilières
77A,7,77,Biens - Propriété littéraire et artistique ,Propriété et possession mobilières,Demande en revendication d'un bien mobilier
77B,7,77,Biens - Propriété littéraire et artistique ,Propriété et possession mobilières,Demande en restitution d'un meuble vendu avec une clause de réserve de propriété
78,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Saisies et mesures conservatoires
78A,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande tendant à la vente immobilière et à la distribution du prix
78B,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,"Demande tendant à la suspension de la procédure de saisie immobilière, l'annulation ou la péremption du commandement  ou  tendant à la vente amiable"
78C,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande tendant à la remise en vente du bien (procédures introduites avant le 1er janvier 2007)
78E,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Autres demandes relatives à la procédure de saisie immobilière
78F,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,"Demande en nullité et/ou en mainlevée, en suspension ou en exécution d'une saisie mobilière"
78G,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande relative à la saisissabilité et/ou à la mise à disposition de sommes ou d'un  bien
78H,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d'ouverture ou contestation d'une procédure de saisie des rémunérations
78I,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Autres demandes relatives à la saisie mobilière
78J,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d’autorisation d’une visite et/ou d’une mesure conservatoire
78K,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande en nullité et/ou de mainlevée d'une mesure conservatoire
78M,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Autres demandes relatives à une mesure conservatoire
78N,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d'autorisation de mesures conservatoires et de mesures d'exécution forcée sur les biens des Etats étrangers
78O,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d'ordonnance européenne de saisie conservatoire des comptes bancaires
78P,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Recours du débiteur contre l'ordonnance européenne de saisie conservatoire des comptes bancaires
78Q,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Recours du débiteur contre l'exécution de l'ordonnance européenne de saisie conservatoire des comptes bancaires
78R,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande de modification ou de révocation de l'ordonnance européenne de saisie conservatoire des comptes bancaires
78S,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d’autorisation de visites et de saisies administratives dans le cadre de la prévention de la commission d'actes de terrorisme
78T,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d'autorisation d'une mesure conservatoire
78U,7,78,Biens - Propriété littéraire et artistique ,Saisies et mesures conservatoires,Demande d'autorisation d'une visite et/ou d'une saisie et/ou d'une mesure conservatoire formée devant le JLD
79,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Propriété littéraire et artistique
79A,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,"Demande tendant à faire cesser et/ou à sanctionner une contrefaçon ou une atteinte illicite au droit de l'auteur, à un droit voisin du droit d'auteur ou à un droit de producteur de base de données"
79B,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Demande en paiement de droits d'auteur ou de droits voisins
79C,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Demande tendant à faire cesser et/ou à sanctionner l'inexécution des obligations de l'éditeur dans un contrat d'édition
79D,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Demande tendant à faire cesser et/ou à sanctionner l'inexécution des obligations de l'auteur dans un contrat d'édition
79E,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Demande relative à un contrat de représentation d'une oeuvre littéraire ou artistique
79F,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,"Demande relative à un contrat de production d'une oeuvre audiovisuelle, de vidéogrammes, de phonogrammes ou de bases de données"
79Z,7,79,Biens - Propriété littéraire et artistique ,Propriété littéraire et artistique,Autres demandes relatives à la propriété littéraire et artistique
80,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Relations individuelles de travail
80A,8,80,Relations du travail et protection sociale,Relations individuelles de travail,"Demande d'indemnités liées à la rupture du contrat de travail CDI ou CDD, son exécution ou inexécution"
80B,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'indemnités liées à la rupture du contrat de travail pour motif économique
80C,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'indemnités ou de salaires
80D,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'annulation d'une sanction disciplinaire
80E,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'autorisation judiciaire de congé particulier
80F,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de remise de documents
80G,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande en paiement de créances salariales en l'absence de rupture du contrat de travail
80H,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande présentée par un employeur liée à la rupture du contrat de travail ou à des créances salariales
80I,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande présentée par un employeur liée à la rupture du contrat de travail ou à des créances salariales
80J,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Contestation du motif non économique de la rupture du contrat de travail
80K,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Contestation du motif économique de la rupture du contrat de travail
80L,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de prise d'acte de la rupture du contrat de travail
80M,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de résiliation ou de résolution judiciaire du contrat de travail formée par un salarié
80N,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de mise à la retraite formée par un salarié
80O,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de requalification du contrat de travail
80P,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande en paiement de créances salariales sans contestation du motif de la rupture du contrat de travail
80Q,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'annulation d'une sanction disciplinaire
80R,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande d'autorisation judiciaire de congé particulier ou demande de congés formation
80S,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de remise de documents
80T,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande en paiement de créances salariales en l'absence de rupture du contrat de travail
80U,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande présentée par un employeur liée à la rupture du contrat de travail ou à des créances salariales
80V,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande dirigée par un salarié contre un autre salarié
80W,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Contestation en matière de médecine du travail
80Y,8,80,Relations du travail et protection sociale,Relations individuelles de travail,Demande de nullité de la rupture du contrat de travail 
81,8,81,Relations du travail et protection sociale,Élections professionnelles,Élections professionnelles
81A,8,81,Relations du travail et protection sociale,Élections professionnelles,Demande relative à l'organisation des élections des institutions représentatives du personnel dans l'entreprise
81B,8,81,Relations du travail et protection sociale,Élections professionnelles,Demande relative à l'inscription sur les listes électorales ou sur la liste des candidats  pour l'élection des institutions représentatives du personnel dans l'entreprise
